Point Number,RTC,RPM,Inj PW,Duty Cycle,CL Comp,Target AFR,AFR,Air Temp Enr,Coolant Enr,Coolant AFR Offset,Afterstart Enr,Current Learn,CL Status,Learn Status,Fuel Economy,Fuel Flow,MAP RoC,TPS RoC,Tuning Change,Estimated VE,Main Rev Limit,Rev Limit #1,Launch Retard,Ignition Timing,Knock Retard,Knock Level,Spark Pad2,IAC Position,Target Idle Speed,MAP,TPS,MAT,CTS,Baro,Battery,Oil Pressure,Fuel Pressure,Pedal Position,AC Kick,Fan #1,Fan #2,#2 Fuel Pump,AC Shutdown,TCC Lockup,Sensor Warning,Sensor Caution,Base Fuel lb/hr,Base Fuel VE,Base Timing,Base Target AFR,Base Ign Dwell,Vol Comp Ign Dwell,Inj End Angle,ECU Log Trigger,Timing vs Air,Timing vs Cool,Status 1,Status 2,Status 3,Status 4,Status 5,Status 6,Status 7,Status 8,Inj Driver #1 PPH,Inj Driver #2 PPH,Inj Driver #3 PPH,Inj Driver #4 PPH,Inj Driver #5 PPH,Inj Driver #6 PPH,Inj Driver #7 PPH,Inj Driver #8 PPH,Inj Driver #1 PW,Inj Driver #2 PW,Inj Driver #3 PW,Inj Driver #4 PW,Inj Driver #5 PW,Inj Driver #6 PW,Inj Driver #7 PW,Inj Driver #8 PW,Cyl #1 Fuel Cor,Cyl #2 Fuel Cor,Cyl #3 Fuel Cor,Cyl #4 Fuel Cor,Cyl #5 Fuel Cor,Cyl #6 Fuel Cor,Cyl #7 Fuel Cor,Cyl #8 Fuel Cor,Cyl #1 Timing Cor,Cyl #2 Timing Cor,Cyl #3 Timing Cor,Cyl #4 Timing Cor,Cyl #5 Timing Cor,Cyl #6 Timing Cor,Cyl #7 Timing Cor,Cyl #8 Timing Cor,DI Target FP,Boost PSIG,Staging Input #1,Staging Input #2,Staging Output,System Pad2,System Pad3,System Pad4,Boost Gear,Boost,Boost Speed,Boost Time,Target Boost,Trans Brake,Boost Scramble +,Boost Scramble -,Manual Boost Reset,Boost Solenoid Duty,Boost Safety,Boost Master Enbl,Boost Man Shift Inp,Boost Fill Sol DC,Boost Vent Sol DC,N2O Stage 1,GPO 1,N2O Enabled,N2O Input #1,N2O Lean Cutoff,N2O Rich Cutoff,N2O RPM Cutoff,N2O MAP Cutoff,N2O Dry Fuel #1,N2O Tmg Mod #1,N2O Timer #1,N20 Pad1,N20 Pad2,N20 Pad3,N20 Pad4,Gear,Speed,Line Pressure,Input Shaft Speed,Accum Pressure,TCC Duty Cycle,Line Temp,Trans Man US Input,Trans Man DS Input,Trans Auto/Man In,Trans Range Pos,Trans Pad 2,TB TPS #1,TB TPS #2,Pedal TPS #1,Pedal TPS #2,TB Position,Brake Pedal,DBW Pad2,Diag #1,Diag #2,Diag #3,Diag #4,Diag #5,Diag #6,Diag #7,Diag #8,Diag #9,Diag #10,Diag #11,Diag #12,Diag #13,Diag #14,Diag #15,Diag #16,Diag #17,Diag #18,Diag #19,Diag #20,AT Launch Input,AT Manual Reset,AT Gear,,,,,,,,,,,Input #1,Input #2,Input #3,Input #4,Input #5,Input #6,Input #7,Input #8,Input #9,Input #10,Input #11,Input #12,Input #13,Input #14,Input #15,Input #16,Input #17,Input #18,Input #19,Input #20,Output #1,Output #2,Output #3,Output #4,Output #5,Output #6,Output #7,Output #8,Output #9,Output #10,Output #11,Output #12,Output #13,Output #14,Output #15,Output #16,Output #17,Output #18,Output #19,Output #20
10,0.208000,730.878479,2.079915,0.899926,1.116594,13.799999,13.746847,98.618118,100.000000,0.000000,100.000000,-20.938156,1.000000,1.000000,0.000000,4.644195,0.000000,0.000000,0.000000,46.093311,0.000000,0.000000,0.000000,11.370112,0.000000,0.000000,0.000000,21.313858,700.000000,43.602428,7.654107,133.825851,198.271851,102.820465,14.030398,27.886820,42.633183,0.505513,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.949162,58.100235,12.000000,13.799999,4.500000,4.426104,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.585890,0.585890,0.585890,0.585890,0.585890,0.585890,0.585890,0.585890,2.095442,2.095442,2.091452,2.091452,2.091452,2.091452,2.091452,2.091452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.590077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.590077,0.000000,810.943970,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,27.143858,0.000000,0.000000,0.000000,180.963043,0.000000,0.000000,0.000000,1.000000,0.000000,4.077107,0.910570,1.014230,0.477302,7.639791,0.000000,0.000000,1000000.000000,0.000000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.229000,730.978760,2.082006,0.900203,0.972221,13.799999,13.626762,98.620529,100.000000,0.000000,100.000000,-20.938147,1.000000,1.000000,0.000000,4.662585,0.000000,0.000000,0.000000,45.966152,0.000000,0.000000,0.000000,11.468483,0.000000,0.000000,0.000000,21.405075,700.000000,43.762463,7.637884,133.791946,198.212204,102.818016,14.060004,27.775169,42.618378,0.510664,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.933933,58.069321,12.000000,13.799999,4.500000,4.416784,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.582535,0.582535,0.582535,0.582951,0.582951,0.582951,0.582951,0.582951,2.087526,2.087526,2.087526,2.087526,2.087526,2.087526,2.087526,2.087526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.596355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.596355,0.000000,810.966125,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,27.094337,0.000000,0.000000,0.000000,180.887619,0.000000,0.000000,0.000000,1.000000,0.000000,4.077106,0.911324,1.013517,0.475295,7.648660,0.000000,0.000000,1000000.000000,0.000000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.253000,730.805786,2.096082,0.908472,1.230957,13.799999,13.849419,98.618713,100.000000,0.000000,100.000000,-20.942402,1.000000,1.000000,0.000000,4.688295,0.000000,0.000000,0.000000,46.521336,0.000000,0.000000,0.000000,11.447068,0.000000,0.000000,0.000000,21.289980,700.000000,43.847748,7.654583,133.812180,198.259216,102.814354,14.032140,27.916449,42.616619,0.489624,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.908371,58.025787,12.000000,13.799999,4.500000,4.425555,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.581104,0.581104,0.581104,0.581104,0.581104,0.581104,0.581104,0.581104,2.085961,2.085961,2.083395,2.083395,2.083395,2.083395,2.083395,2.083395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.616744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.616744,0.000000,810.988281,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,27.108397,0.000000,0.000000,0.000000,181.057434,0.000000,0.000000,0.000000,1.000000,0.000000,4.077046,0.910547,1.012945,0.477533,7.644981,0.000000,0.000000,1000000.000000,0.000000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.276000,732.766846,2.094844,0.907632,1.335592,13.799999,13.934661,98.617989,100.000000,0.000000,100.000000,-20.938133,1.000000,1.000000,0.000000,4.679975,0.000000,0.000000,0.000000,46.944565,0.000000,0.000000,0.000000,11.408096,0.000000,0.000000,0.000000,21.286808,700.000000,43.617325,7.647138,133.820908,198.277481,102.819130,14.055089,27.829060,42.618401,0.498115,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.893064,58.002979,12.000000,13.799999,4.500000,4.418329,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.579969,0.579969,0.579969,0.578743,0.578743,0.578743,0.578743,0.578743,2.076037,2.076037,2.076037,2.076037,2.076037,2.076037,2.076037,2.076037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.614985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.614985,0.000000,811.012451,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,27.070910,0.000000,0.000000,0.000000,180.966507,0.000000,0.000000,0.000000,1.000000,0.000000,4.076655,0.911283,1.012690,0.477398,7.654281,0.000000,0.000000,1000000.000000,0.000000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.299000,732.766846,2.091313,0.907569,1.357581,13.799999,13.947008,98.619179,100.000000,0.000000,100.000000,-20.934401,1.000000,1.000000,0.000000,4.683640,0.000000,0.000000,0.000000,47.090275,0.000000,0.000000,0.000000,11.337458,0.000000,0.000000,0.000000,21.292610,700.000000,43.522594,7.627353,133.808945,198.247955,102.808243,14.049483,27.755615,42.609577,0.489042,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.896667,57.995277,12.000000,13.799999,4.500000,4.419836,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.581275,0.581275,0.581275,0.581275,0.581275,0.581275,0.581275,0.581275,2.080621,2.080621,2.083840,2.083840,2.083840,2.083840,2.083840,2.083840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.586471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.586471,0.000000,811.034607,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,26.946260,0.000000,0.000000,0.000000,181.002258,0.000000,0.000000,0.000000,1.000000,0.000000,4.077714,0.910464,1.013418,0.476822,7.628646,0.000000,0.000000,1000000.000000,0.000000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.321000,730.772705,2.094883,0.905413,1.359244,13.799999,13.942024,98.617508,100.000000,0.000000,100.000000,-20.932800,1.000000,1.000000,0.000000,4.666665,0.000000,0.000000,0.000000,46.751221,0.000000,0.000000,0.000000,11.497947,0.000000,0.000000,0.000000,21.530952,700.000000,43.563919,7.626173,133.830353,198.318085,102.802612,14.018933,28.025085,42.614048,0.509887,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.884602,57.985394,12.000000,13.799999,4.500000,4.429724,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.581480,0.581480,0.581480,0.582737,0.582737,0.582737,0.582737,0.582737,2.091505,2.091505,2.091505,2.091505,2.091505,2.091505,2.091505,2.091505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.548445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.548445,0.000000,811.058777,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,26.910774,0.000000,0.000000,0.000000,181.023651,0.000000,0.000000,0.000000,1.000000,0.000000,4.077155,0.911271,1.013828,0.476954,7.647275,0.000000,0.000000,1000000.000000,0.000000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.343000,725.626892,2.083323,0.893934,1.169177,13.799999,13.779441,98.617119,100.000000,0.000000,100.000000,-20.923187,1.000000,1.000000,0.000000,4.613273,0.000000,0.000000,0.000000,46.417206,0.000000,0.000000,0.000000,11.767957,0.000000,0.000000,0.000000,21.525818,700.000000,43.473068,7.637116,133.828720,198.283691,102.800545,14.031343,27.844658,42.624187,0.514616,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.856426,57.921242,12.000000,13.799999,4.500000,4.425806,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.579288,0.579288,0.579288,0.579288,0.579288,0.579288,0.579288,0.579288,2.087647,2.087647,2.091479,2.091479,2.091479,2.091479,2.091479,2.091479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.551290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.551290,0.000000,811.082947,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,26.988798,0.000000,0.000000,0.000000,180.940918,0.000000,0.000000,0.000000,1.000000,0.000000,4.077236,0.911498,1.013289,0.477197,7.647667,0.000000,0.000000,1000000.000000,0.000000,184.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.367000,725.736694,2.079545,0.891969,1.280760,13.799999,13.873975,98.618057,100.000000,0.000000,100.000000,-20.919752,1.000000,1.000000,0.000000,4.603771,0.000000,0.000000,0.000000,46.449253,0.000000,0.000000,0.000000,11.779102,0.000000,0.000000,0.000000,21.525818,700.000000,43.483479,7.627706,133.822678,198.249023,102.814835,14.040112,27.813507,42.620743,0.491864,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.859254,57.922478,12.000000,13.799999,4.500000,4.423042,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.579802,0.579802,0.579802,0.579802,0.580913,0.580913,0.580913,0.580913,2.095230,2.095230,2.095230,2.095230,2.095230,2.095230,2.095230,2.095230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.557554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.557554,0.000000,811.105103,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,26.987659,0.000000,0.000000,0.000000,180.967270,0.000000,0.000000,0.000000,1.000000,0.000000,4.077660,0.912310,1.015578,0.475787,7.654492,0.000000,0.000000,1000000.000000,0.000000,184.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.391000,727.169006,2.079010,0.892507,1.240327,13.799999,13.838668,98.617195,100.000000,0.000000,100.000000,-20.919336,1.000000,1.000000,0.000000,4.605908,0.000000,0.000000,0.000000,46.399376,0.000000,0.000000,0.000000,11.785312,0.000000,0.000000,0.000000,21.525818,700.000000,43.661045,7.632420,133.819489,198.195206,102.812187,14.067439,27.823824,42.614983,0.506275,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.876606,57.977276,12.000000,13.799999,4.500000,4.414450,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.581043,0.581043,0.581043,0.581043,0.581043,0.581043,0.581043,0.581043,2.092606,2.092606,2.094635,2.094635,2.094635,2.094635,2.094635,2.094635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.567835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.567835,0.000000,811.127258,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,27.070734,0.000000,0.000000,0.000000,180.992279,0.000000,0.000000,0.000000,1.000000,0.000000,4.076843,0.912080,1.013965,0.475322,7.640272,0.000000,0.000000,1000000.000000,0.000000,184.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.414000,727.925842,2.085808,0.897152,1.294300,13.799999,13.882886,98.617828,100.000000,0.000000,100.000000,-20.919975,1.000000,1.000000,0.000000,4.644700,0.000000,0.000000,0.000000,46.586723,0.000000,0.000000,0.000000,11.688208,0.000000,0.000000,0.000000,21.525818,700.000000,43.701523,7.636945,133.826874,198.202026,102.807632,14.052034,27.904522,42.611675,0.495938,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.905478,58.006847,12.000000,13.799999,4.500000,4.419289,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.582775,0.582775,0.582775,0.582599,0.582599,0.582599,0.582599,0.582599,2.093643,2.093643,2.093643,2.093643,2.093643,2.093643,2.093643,2.093643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.594243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.594243,0.000000,811.151428,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,27.123476,0.000000,0.000000,0.000000,181.035110,0.000000,0.000000,0.000000,1.000000,0.000000,4.077262,0.911236,1.013472,0.476129,7.645326,0.000000,0.000000,1000000.000000,0.000000,184.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
